date,region,number_of_new_remote_accounts,"юридическим лицам, не являющимся кредитными организациями, всего","с доступом через сеть Интернет
",number_of_new_remote_accounts_individuals,number_of_new_remote_accounts_individuals_with_internet,number_of_new_remote_accounts_individuals_with_sms
01.07.2018,Кировская область,"1 327,5","32,5","30,3","1 294,9","1 198,4","1 118,9"
01.07.2018,Костромская область,"747,3","13,7","13,7","733,6","666,7","690,7"
01.07.2018,Краснодарский край,"6 615,9","166,6","164,4","6 449,3","6 285,2","5 458,9"
01.07.2018,Красноярский край,"3 462,3","69,7","69,6","3 392,6","2 979,8","2 587,7"
01.07.2018,Курганская область,"771,7","10,6","10,6","761,1","752,1","728,8"
01.07.2018,Курская область,"1 036,9","15,3","15,3","1 021,6","1 002,5","900,1"
01.07.2018,Ленинградская область,17,"1,8","1,8","15,2","15,2",0
01.07.2018,Липецкая область,"1 092,8","17,4","16,2","1 075,4",943,"916,4"
01.07.2018,Магаданская область,265,4,"3,8",261,"260,5","260,3"
01.07.2018,г. Москва и Московская область,"57 346,1","1 770,6","1 758,2","55 575,5","47 298,2","32 319,4"
01.07.2018,Мурманская область,"1 008,4","11,9","11,5","996,5","995,8","995,6"
01.07.2018,Нижегородская область,"3 888,3",215,212,"3 673,3","3 322,8","3 009,8"
01.07.2018,Новгородская область,"633,4","10,9","10,9","622,5","616,6","595,8"
01.07.2018,Новосибирская область,"7 666,7","242,3","239,7","7 424,4","6 974,5","6 259,9"
01.07.2018,Омская область,"1 872,7","28,2","28,2","1 844,5","1 844,5","1 796,6"
01.07.2018,Оренбургская область,"1 861,7","22,9","22,9","1 838,8","1 738,7","1 647,1"
01.07.2018,Орловская область,"799,4","14,1","12,4","785,3","785,3","735,8"
01.07.2018,Пензенская область,"1 235,6","21,2","20,7","1 214,5","1 208,2","1 135,5"
01.07.2018,Пермский край,"2 767,3",66,66,"2 701,3","2 675,1","2 616,1"
01.07.2018,Приморский край,"2 233,0","59,6",59,"2 173,3","1 976,4","1 835,7"
01.07.2018,Псковская область,"598,5","10,1","9,9","588,4","588,4","573,2"
01.07.2018,Республика Адыгея (Адыгея),332,"3,7","3,7","328,3","328,3","306,7"
01.07.2018,Республика Алтай,"232,8","3,5","3,5","229,4","229,4","229,1"
01.07.2018,Республика Башкортостан,"4 233,5","92,6","92,2","4 140,9","3 996,1","3 515,8"
01.07.2018,Республика Бурятия,"882,5","16,6","16,1",866,"865,9","845,8"
01.07.2018,Республика Дагестан,"1 264,8","11,9","11,6","1 253,0","1 251,5","1 103,4"
01.07.2018,Республика Ингушетия,"221,2","1,8","1,8","219,4","219,4","194,3"
01.07.2018,Республика Калмыкия,"244,8","3,1","3,1","241,8","241,8","241,8"
01.07.2018,Республика Карелия,"697,6","10,9","10,1","686,7","684,9","681,6"
01.07.2018,Республика Коми,"1 084,9","16,7","15,8","1 068,1","1 068,0","1 057,3"
01.07.2018,Республика Крым,"1 199,1","75,5","75,5","1 123,6","1 006,5",0
01.07.2018,Республика Марий Эл,"593,4","7,3","7,3","586,1","586,1","541,5"
01.07.2018,Республика Мордовия,"665,7",9,"8,6","656,7","598,4","526,8"
01.07.2018,Республика Саха (Якутия),"1 086,9","22,7","22,6","1 064,2","1 045,9","898,3"
01.07.2018,Республика Северная Осетия-Алания,"486,1","3,7","3,7","482,5","482,5",482
01.07.2018,Республика Татарстан (Татарстан),"3 873,4","82,6","80,3","3 790,9","3 447,8","2 954,2"
01.07.2018,Республика Тыва,"324,4","3,8","3,7","320,6","320,6","234,3"
01.07.2018,Республика Хакасия,"446,9","8,8","8,7","438,1","436,1","391,1"
01.07.2018,Ростовская область,"4 257,8","151,2",136,"4 106,6","4 004,3","3 769,9"
01.07.2018,Рязанская область,"1 178,8","21,3","21,1","1 157,5","1 131,6","1 060,4"
01.07.2018,Самарская область,"5 312,1","97,4","97,2","5 214,7","5 165,2","4 478,8"
01.07.2018,г. Санкт-Петербург,"11 004,2","418,4","413,5","10 585,8","9 857,2","8 051,0"
01.07.2018,Саратовская область,"2 298,8","30,5","30,3","2 268,3","2 267,2","2 214,8"
01.07.2018,Сахалинская область,"592,3","15,1","15,1","577,2","576,8","565,5"
01.07.2018,Свердловская область,"6 848,7",233,"231,8","6 615,8","6 162,3","5 132,2"
01.07.2018,г. Севастополь,"10,7",3,3,"7,7","1,7",0
01.07.2018,Смоленская область,924,"14,4","14,4","909,6","909,5","882,6"
01.07.2018,Ставропольский край,"2 633,9","58,4","57,2","2 575,5","2 523,1","2 474,3"
01.07.2018,Тамбовская область,"850,9","12,9","12,9","838,1","838,1","812,3"
01.07.2018,Тверская область,"1 217,6","19,7","16,4","1 197,9","1 197,9","1 135,0"
01.07.2018,Томская область,"1 017,5","18,3","18,1","999,2","996,6","966,6"
01.07.2018,Тульская область,"1 497,9","22,1","21,7","1 475,9","1 475,4","1 422,4"
01.07.2018,Тюменская область,"4 792,6","94,5","92,5","4 698,1","4 527,7","4 322,9"
01.07.2018,Удмуртская Республика,"1 772,0","31,8","31,8","1 740,1","1 621,5","1 478,8"
01.07.2018,Ульяновская область,"1 345,6","26,1","26,1","1 319,5","1 311,9","1 189,6"
01.07.2018,Хабаровский край,"2 343,0","60,1","54,2","2 282,9","2 066,7","1 855,3"
01.07.2018,Челябинская область,"3 303,4","78,9","66,8","3 224,4","3 081,9","2 864,0"
01.07.2018,Чеченская Республика,"591,2","2,6","2,6","588,5","588,5","306,8"
01.07.2018,Чувашская Республика - Чувашия,"1 185,9","17,1","17,1","1 168,8","1 168,8","1 094,3"
01.07.2018,Чукотский автономный округ,0,0,0,0,0,0
01.07.2018,Ярославская область,"1 253,9","51,1","51,1","1 202,7","1 202,7","1 180,0"
01.10.2018,Алтайский край,"2 479,7","35,9","35,9","2 443,8","2 443,8","2 332,3"
01.10.2018,Амурская область,"888,6","19,2","18,9","869,4","869,1","793,4"
01.10.2018,Архангельская область,"1 303,1","19,1","19,1","1 284,1","1 284,1","1 251,6"
01.10.2018,Астраханская область,"1 008,0","13,2","12,8","994,8",992,992
01.10.2018,Белгородская область,"1 707,4","29,9","28,6","1 677,4","1 674,6","1 630,4"
01.10.2018,Брянская область,"1 133,2","13,5","13,5","1 119,7","1 119,6","1 112,1"
01.10.2018,Владимирская область,"1 226,7","20,9","20,9","1 205,8","1 205,8","1 164,7"
01.10.2018,Волгоградская область,"2 419,2","42,6","41,4","2 376,5","2 362,8","2 255,1"
01.10.2018,Вологодская область,"1 257,6","25,4","25,4","1 232,2","1 139,4","1 124,0"
01.10.2018,Воронежская область,"3 980,7","95,6","93,2","3 885,1","3 844,6","2 408,1"
01.10.2018,Еврейская автономная область,"151,5",2,2,"149,5","149,5","149,5"
01.10.2018,Забайкальский край,"1 111,0","12,7","12,7","1 098,3","1 098,3","1 061,9"
01.10.2018,Ивановская область,"859,7","20,5","20,5","839,2","836,3","787,3"
01.10.2018,Иркутская область,"2 858,2","40,3",40,"2 817,9","2 816,6","2 744,9"
01.10.2018,Кабардино-Балкарская Республика,"622,1","7,9","7,9","614,2","614,2","581,3"
01.10.2018,Калининградская область,"1 243,3","32,7","31,6","1 210,7","1 201,2","1 108,8"
01.10.2018,Калужская область,"1 167,2","22,2","22,2","1 145,0","1 145,0","1 110,1"
01.10.2018,Камчатский край,"404,1",8,8,"396,1",387,"362,3"
01.10.2018,Карачаево-Черкесская Республика,"342,9","4,6","3,4","338,3","338,2","333,6"
01.10.2018,Кемеровская область,"2 878,5","33,9","33,2","2 844,6","2 763,3","2 741,1"
01.10.2018,Кировская область,"1 438,2","35,1","32,6","1 403,1","1 303,6","1 211,7"
01.10.2018,Костромская область,"780,8","12,7","12,7","768,1","705,3","743,4"
01.10.2018,Краснодарский край,"7 204,1","154,8","152,3","7 049,4","6 799,2","5 318,2"
01.10.2018,Красноярский край,"3 762,1","73,5","73,4","3 688,5","3 246,1","2 820,3"
01.10.2018,Курганская область,"803,5","10,5","10,5",793,"783,6","783,3"
01.10.2018,Курская область,"1 126,3",17,17,"1 109,3","1 088,5","974,3"
01.10.2018,Ленинградская область,"18,8","2,1","2,1","16,7","16,7",0
01.10.2018,Липецкая область,"1 187,8","18,6","17,5","1 169,2","1 027,8","998,8"
01.10.2018,Магаданская область,"286,4","4,3","4,1","282,1","281,6","281,4"
01.10.2018,г. Москва и Московская область,"65 224,5","1 968,0","1 954,6","63 256,5","54 632,9","36 442,8"
01.10.2018,Мурманская область,"1 073,0","12,6","12,2","1 060,5","1 059,8","1 059,5"
01.10.2018,Нижегородская область,"4 340,6","234,4",231,"4 106,2","3 615,1","3 368,6"
01.10.2018,Новгородская область,"683,8","11,7","11,6",672,"669,8","646,5"
01.10.2018,Новосибирская область,"8 733,7","252,6","249,6","8 481,0","8 044,1","5 800,6"
01.10.2018,Омская область,"2 032,8",30,30,"2 002,8","2 002,8","1 949,6"
01.10.2018,Оренбургская область,"2 037,1","24,7","24,7","2 012,4","1 901,1","1 798,9"
01.10.2018,Орловская область,"867,5","15,5","13,7",852,852,"796,9"
01.10.2018,Пензенская область,"1 343,6","22,2","21,6","1 321,4","1 314,0","1 236,5"
01.10.2018,Пермский край,"2 991,4","70,2","70,2","2 921,2","2 892,8","2 838,3"
01.10.2018,Приморский край,"2 498,0","64,3","63,5","2 433,7","2 167,3","2 081,7"
01.10.2018,Псковская область,"643,8","10,8","10,5",633,633,"616,7"
01.10.2018,Республика Адыгея (Адыгея),"364,4",4,4,"360,4","360,4",336
01.10.2018,Республика Алтай,"253,2","3,7","3,7","249,5","248,9","248,5"
01.10.2018,Республика Башкортостан,"4 614,8","98,8","98,3","4 516,0","4 355,9","3 850,4"
01.10.2018,Республика Бурятия,"1 018,0","16,6","16,5","1 001,3","1 001,3",923
01.10.2018,Республика Дагестан,"1 386,9","13,3","12,7","1 373,7","1 372,2","1 206,8"
01.10.2018,Республика Ингушетия,"243,1",2,2,"241,1","241,1","212,8"
01.10.2018,Республика Калмыкия,264,"3,2","3,2","260,8","260,8","260,8"
01.10.2018,Республика Карелия,"745,6","11,6","10,9",734,"732,5","728,3"
01.10.2018,Республика Коми,"1 168,1","17,1","16,2","1 150,9","1 150,8","1 139,9"
01.10.2018,Республика Крым,"1 476,2","75,4","75,4","1 400,8","1 274,0",0
01.10.2018,Республика Марий Эл,"648,2",8,8,"640,2","640,2","591,9"
01.10.2018,Республика Мордовия,"745,9","9,9","9,5","736,1","661,5",580
01.10.2018,Республика Саха (Якутия),"1 207,4","26,5","26,4","1 180,9","1 161,0","1 006,9"
01.10.2018,Республика Северная Осетия-Алания,"536,3","4,2","4,1","532,1",532,"531,6"
01.10.2018,Республика Татарстан (Татарстан),"4 261,1","88,3","85,4","4 172,9","3 792,5","3 304,0"
01.10.2018,Республика Тыва,"357,8",4,4,"353,7","353,7","260,9"
01.10.2018,Республика Хакасия,"484,6","9,3","9,3","475,2","475,2","428,8"
01.10.2018,Ростовская область,"4 661,9","160,9","144,8","4 501,0","4 394,3","4 123,0"
01.10.2018,Рязанская область,"1 281,1","22,9","22,8","1 258,2","1 239,9","1 161,6"
01.10.2018,Самарская область,"5 820,8","98,1",98,"5 722,7","5 646,2","5 116,3"
01.10.2018,г. Санкт-Петербург,"12 023,5","452,8","448,1","11 570,7","11 120,6","7 526,3"
01.10.2018,Саратовская область,"2 489,3","33,4","33,1","2 456,0","2 454,8","2 396,6"
01.10.2018,Сахалинская область,645,"16,1","16,1","628,9","628,6","615,3"
01.10.2018,Свердловская область,"7 545,7",256,"248,4","7 289,8","6 609,2","5 026,7"
01.10.2018,г. Севастополь,"11,6","2,9","2,9","8,6","1,7",0
01.10.2018,Смоленская область,"994,1","14,7","14,7","979,4","979,4","952,6"
01.10.2018,Ставропольский край,"2 879,5","63,4","61,9","2 816,1","2 756,6","2 707,3"
01.10.2018,Тамбовская область,"921,1","14,1","14,1","906,9","906,9","878,1"
01.10.2018,Тверская область,"1 310,9","21,1","17,8","1 289,8","1 289,8","1 220,5"
01.10.2018,Томская область,"1 221,7","19,2","19,2","1 202,5","1 075,4","1 167,0"
01.10.2018,Тульская область,"1 747,1","25,1","24,6","1 722,0","1 611,0","1 668,9"
01.10.2018,Тюменская область,"5 064,5","99,3","97,3","4 965,1","4 676,6","4 744,6"
01.10.2018,Удмуртская Республика,"1 932,4","33,9","33,9","1 898,5","1 768,6","1 599,1"
01.10.2018,Ульяновская область,"1 464,4","27,3","27,3","1 437,2","1 429,7","1 297,3"
01.10.2018,Хабаровский край,"2 579,8","62,7","62,5","2 517,1","2 269,2","2 061,9"
01.10.2018,Челябинская область,"3 590,0","84,4",72,"3 505,7","3 361,2","3 091,3"
01.10.2018,Чеченская Республика,"656,6",3,"2,9","653,6","653,6","343,8"
01.10.2018,Чувашская Республика - Чувашия,"1 300,0",19,19,"1 281,0","1 281,0","1 198,3"
01.10.2018,Чукотский автономный округ,0,0,0,0,0,0
01.10.2018,Ярославская область,"1 376,4","54,5","54,5","1 321,9","1 321,9","1 296,4"
01.04.2018,Алтайский край,"2 058,6","31,3","31,1","2 027,3","1 953,9","1 939,3"
01.04.2018,Амурская область,"715,5","16,8","16,7","698,7","672,3","646,5"
01.04.2018,Архангельская область,"1 107,7","16,3","16,1","1 091,4","1 069,9","1 066,0"
01.04.2018,Астраханская область,"837,1","10,8","10,4","826,2",824,824
01.04.2018,Белгородская область,"1 411,7","25,8","24,2","1 385,9","1 358,8","1 349,4"
01.04.2018,Брянская область,"961,6",11,"10,9","950,6","950,6","948,1"
